transaction_id,account_number,amount,transaction_type,description,occurred_at,counterparty_account_number
4080,110456789001,43052,WITHDRAWAL,"교육비 출금","2025-05-27T08:00:24.160Z",
4081,110456789001,3369446,DEPOSIT,"배당금 입금","2025-05-27T08:08:11.160Z",
4082,110456789001,752687,TRANSFER,"친구에게 송금","2025-05-27T08:31:20.160Z",770123456789
4083,941566778003,6000,PAYMENT,"온라인 쇼핑","2025-05-27T08:41:56.160Z",
4084,210123987002,586506,TRANSFER,"친구에게 송금","2025-05-27T09:23:15.160Z",770123456789
4085,941566778003,6000,PAYMENT,"카드대금 결제","2025-05-27T09:30:00.160Z",
4086,110456789001,602189,DEPOSIT,"부업 수입","2025-05-27T09:34:14.160Z",
4087,941566778003,6000,PAYMENT,"공과금 납부","2025-05-27T09:51:44.160Z",
4088,941566778003,12000,WITHDRAWAL,"교육비 출금","2025-05-27T10:17:20.160Z",
4089,110456789001,329413,PAYMENT,"통신요금 납부","2025-05-27T11:31:21.160Z",
4090,110456789001,477723,TRANSFER,"가족 송금","2025-05-27T11:47:21.160Z",770123456789
4091,210123987002,865984,DEPOSIT,"보너스 입금","2025-05-27T12:34:06.160Z",
4092,110456789001,41011,TRANSFER,"친구에게 송금","2025-05-27T12:43:34.160Z",550987654321
4093,941566778003,6000,PAYMENT,"카드대금 결제","2025-05-27T12:59:57.160Z",
4094,210123987002,1089160,TRANSFER,"적금 이체","2025-05-27T13:01:12.160Z",550987654321
4095,110456789001,92983,PAYMENT,"공과금 납부","2025-05-27T13:27:37.160Z",
4096,110456789001,21478,WITHDRAWAL,"ATM 출금","2025-05-27T13:47:28.160Z",
4097,941566778003,12000,WITHDRAWAL,"의료비 출금","2025-05-27T13:54:27.160Z",
4098,110456789001,778728,DEPOSIT,"월급 입금","2025-05-28T01:41:35.160Z",
4099,110456789001,244698,PAYMENT,"교통비 결제","2025-05-28T02:02:31.160Z",
4100,110456789001,67163,TRANSFER,"친구에게 송금","2025-05-28T02:39:16.160Z",660555444333
4101,880334455004,2196635,DEPOSIT,"자금 이체","2025-05-28T03:25:55.160Z",
4102,110456789001,419660,TRANSFER,"가족 송금","2025-05-28T04:35:15.160Z",770123456789
4103,210123987002,170179,TRANSFER,"월세 이체","2025-05-28T04:43:32.160Z",550987654321
4104,210123987002,443910,WITHDRAWAL,"의료비 출금","2025-05-28T04:46:07.160Z",
4105,210123987002,3899432,DEPOSIT,"부업 수입","2025-05-28T05:50:40.160Z",
4106,210123987002,2566700,DEPOSIT,"부업 수입","2025-05-28T06:46:38.160Z",
4107,941566778003,13200,WITHDRAWAL,"ATM 출금","2025-05-28T07:41:51.160Z",
4108,110456789001,97451,WITHDRAWAL,"교육비 출금","2025-05-28T08:15:50.160Z",
4109,880334455004,2107597,DEPOSIT,"부업 수입","2025-05-28T09:14:36.160Z",
4110,110456789001,198666,PAYMENT,"교통비 결제","2025-05-28T09:40:59.160Z",
4111,110456789001,3016490,DEPOSIT,"월급 입금","2025-05-28T10:21:56.160Z",
4112,110456789001,371292,DEPOSIT,"월급 입금","2025-05-28T11:20:30.160Z",
4113,210123987002,2188637,DEPOSIT,"부업 수입","2025-05-28T11:25:04.160Z",
4114,110456789001,2541020,DEPOSIT,"부업 수입","2025-05-28T12:27:57.160Z",
4115,110456789001,249322,TRANSFER,"적금 이체","2025-05-28T12:33:52.160Z",660555444333
4116,880334455004,2520046,DEPOSIT,"배당금 입금","2025-05-28T12:38:20.160Z",
4117,210123987002,3075583,DEPOSIT,"배당금 입금","2025-05-29T00:55:28.160Z",
4118,210123987002,899907,TRANSFER,"월세 이체","2025-05-29T00:57:13.160Z",660555444333
4119,880334455004,712841,DEPOSIT,"부업 수입","2025-05-29T00:57:28.160Z",
4120,941566778003,7200,PAYMENT,"교통비 결제","2025-05-29T01:57:20.160Z",
4121,941566778003,14400,WITHDRAWAL,"ATM 출금","2025-05-29T03:37:23.160Z",
4122,210123987002,363921,WITHDRAWAL,"ATM 출금","2025-05-29T04:20:46.160Z",
4123,941566778003,7200,PAYMENT,"통신요금 납부","2025-05-29T04:26:26.160Z",
4124,210123987002,403290,TRANSFER,"적금 이체","2025-05-29T04:49:45.160Z",330111222333
4125,941566778003,7200,PAYMENT,"온라인 쇼핑","2025-05-29T05:03:49.160Z",
4126,941566778003,14400,WITHDRAWAL,"의료비 출금","2025-05-29T05:51:13.160Z",
4127,941566778003,7200,PAYMENT,"온라인 쇼핑","2025-05-29T07:01:40.160Z",
4128,210123987002,2454710,DEPOSIT,"부업 수입","2025-05-29T07:48:51.160Z",
4129,210123987002,78271,WITHDRAWAL,"교육비 출금","2025-05-29T08:00:01.160Z",
4130,880334455004,857167,DEPOSIT,"자금 이체","2025-05-29T08:25:07.160Z",
4131,880334455004,1106773,DEPOSIT,"보너스 입금","2025-05-29T08:33:09.160Z",
4132,941566778003,7200,PAYMENT,"온라인 쇼핑","2025-05-29T09:29:07.160Z",
4133,880334455004,1982766,DEPOSIT,"월급 입금","2025-05-29T09:32:42.160Z",
4134,880334455004,3510532,DEPOSIT,"자금 이체","2025-05-29T11:25:50.160Z",
4135,941566778003,7200,PAYMENT,"식비 결제","2025-05-29T12:44:31.160Z",
4136,110456789001,1446224,DEPOSIT,"자금 이체","2025-05-29T12:50:32.160Z",
4137,941566778003,7200,PAYMENT,"카드대금 결제","2025-05-29T13:03:27.160Z",
4138,880334455004,830219,DEPOSIT,"배당금 입금","2025-05-29T13:27:05.160Z",
4139,210123987002,510727,TRANSFER,"월세 이체","2025-05-30T00:58:38.160Z",330111222333
4140,210123987002,1470863,TRANSFER,"대출이자 납부","2025-05-30T01:13:50.160Z",770123456789
4141,880334455004,783115,DEPOSIT,"부업 수입","2025-05-30T04:14:44.160Z",
4142,941566778003,7800,PAYMENT,"교통비 결제","2025-05-30T05:10:36.160Z",
4143,941566778003,15600,WITHDRAWAL,"교육비 출금","2025-05-30T06:15:02.160Z",
4144,110456789001,1145211,TRANSFER,"대출이자 납부","2025-05-30T06:47:43.160Z",770123456789
4145,941566778003,15600,WITHDRAWAL,"교육비 출금","2025-05-30T07:00:17.160Z",
4146,880334455004,963962,DEPOSIT,"월급 입금","2025-05-30T08:10:08.160Z",
4147,941566778003,7800,PAYMENT,"식비 결제","2025-05-30T08:48:37.160Z",
4148,941566778003,7800,PAYMENT,"공과금 납부","2025-05-30T08:56:24.160Z",
4149,941566778003,15600,WITHDRAWAL,"생활비 출금","2025-05-30T09:33:50.160Z",
4150,880334455004,4678214,DEPOSIT,"배당금 입금","2025-05-30T10:15:56.160Z",
4151,110456789001,508592,TRANSFER,"적금 이체","2025-05-30T10:58:43.160Z",660555444333
4152,941566778003,15600,WITHDRAWAL,"ATM 출금","2025-05-30T10:58:58.160Z",
4153,941566778003,15600,WITHDRAWAL,"교육비 출금","2025-05-30T12:10:40.160Z",
4154,210123987002,177260,WITHDRAWAL,"ATM 출금","2025-05-30T12:49:52.160Z",
4155,110456789001,2714802,DEPOSIT,"보너스 입금","2025-05-30T13:01:52.160Z",
4156,941566778003,15600,WITHDRAWAL,"의료비 출금","2025-05-30T13:03:35.160Z",
4157,110456789001,1551153,TRANSFER,"월세 이체","2025-05-30T13:41:46.160Z",330111222333
4158,941566778003,13200,WITHDRAWAL,"교육비 출금","2025-05-31T00:10:16.160Z",
4159,880334455004,3905831,DEPOSIT,"월급 입금","2025-05-31T00:39:15.160Z",
4160,880334455004,3568428,DEPOSIT,"배당금 입금","2025-05-31T01:01:38.160Z",
4161,210123987002,615105,WITHDRAWAL,"교육비 출금","2025-05-31T01:15:10.160Z",
4162,941566778003,13200,WITHDRAWAL,"ATM 출금","2025-05-31T01:55:57.160Z",
4163,210123987002,448314,WITHDRAWAL,"ATM 출금","2025-05-31T01:58:49.160Z",
4164,941566778003,4620,PAYMENT,"보험료 납부","2025-05-31T02:15:45.160Z",
4165,880334455004,2443655,DEPOSIT,"배당금 입금","2025-05-31T02:22:49.160Z",
4166,880334455004,2971493,DEPOSIT,"보너스 입금","2025-05-31T03:21:09.160Z",
4167,210123987002,1217509,DEPOSIT,"배당금 입금","2025-05-31T03:43:08.160Z",
4168,210123987002,1465155,DEPOSIT,"자금 이체","2025-05-31T03:51:09.160Z",
4169,110456789001,490904,WITHDRAWAL,"의료비 출금","2025-05-31T04:08:48.160Z",
4170,110456789001,348644,WITHDRAWAL,"경조사비","2025-05-31T05:18:33.160Z",
4171,110456789001,329603,DEPOSIT,"보너스 입금","2025-05-31T05:30:01.160Z",
4172,880334455004,857934,DEPOSIT,"배당금 입금","2025-05-31T05:56:38.160Z",
4173,210123987002,207283,WITHDRAWAL,"교육비 출금","2025-05-31T06:12:20.160Z",
4174,110456789001,206213,PAYMENT,"온라인 쇼핑","2025-05-31T08:28:39.160Z",
4175,941566778003,4620,PAYMENT,"통신요금 납부","2025-05-31T09:55:11.160Z",
4176,210123987002,61211,TRANSFER,"친구에게 송금","2025-05-31T11:26:09.160Z",550987654321
4177,210123987002,2467481,DEPOSIT,"월급 입금","2025-05-31T11:38:23.160Z",
4178,941566778003,4620,PAYMENT,"공과금 납부","2025-05-31T11:45:14.160Z",
4179,110456789001,635243,WITHDRAWAL,"생활비 출금","2025-05-31T12:01:40.160Z",
4180,880334455004,431052,DEPOSIT,"월급 입금","2025-05-31T12:29:11.160Z",
4181,110456789001,888769,DEPOSIT,"월급 입금","2025-05-31T12:51:34.160Z",
4182,880334455004,170022,DEPOSIT,"월급 입금","2025-05-31T13:11:05.160Z",
4183,110456789001,417895,WITHDRAWAL,"교육비 출금","2025-05-31T13:22:55.160Z",
4184,941566778003,4620,PAYMENT,"교통비 결제","2025-05-31T13:52:10.160Z",
4185,210123987002,409100,TRANSFER,"적금 이체","2025-06-01T01:13:14.160Z",660555444333
4186,110456789001,12185,PAYMENT,"공과금 납부","2025-06-01T02:10:42.160Z",
4187,880334455004,1622185,DEPOSIT,"자금 이체","2025-06-01T02:26:28.160Z",
4188,941566778003,7000,WITHDRAWAL,"의료비 출금","2025-06-01T02:28:27.160Z",
4189,880334455004,1585951,DEPOSIT,"자금 이체","2025-06-01T02:32:58.160Z",
4190,941566778003,7000,WITHDRAWAL,"의료비 출금","2025-06-01T03:43:43.160Z",
4191,210123987002,621092,TRANSFER,"적금 이체","2025-06-01T04:45:09.160Z",660555444333
4192,210123987002,1760660,DEPOSIT,"자금 이체","2025-06-01T05:25:56.160Z",
4193,110456789001,749935,DEPOSIT,"배당금 입금","2025-06-01T05:31:18.160Z",
4194,941566778003,7000,WITHDRAWAL,"교육비 출금","2025-06-01T05:44:29.160Z",
4195,880334455004,1032583,DEPOSIT,"배당금 입금","2025-06-01T06:16:06.160Z",
4196,880334455004,1791305,DEPOSIT,"배당금 입금","2025-06-01T06:25:08.160Z",
4197,880334455004,1000004,DEPOSIT,"부업 수입","2025-06-01T07:25:31.160Z",
4198,210123987002,1718848,DEPOSIT,"월급 입금","2025-06-01T07:51:41.160Z",
4199,880334455004,2064753,DEPOSIT,"배당금 입금","2025-06-01T08:41:15.160Z",
4200,210123987002,567726,TRANSFER,"대출이자 납부","2025-06-01T09:33:40.160Z",660555444333
4201,210123987002,371941,TRANSFER,"가족 송금","2025-06-01T12:31:36.160Z",770123456789
4202,941566778003,7000,WITHDRAWAL,"의료비 출금","2025-06-01T13:11:20.160Z",
4203,210123987002,472411,WITHDRAWAL,"경조사비","2025-06-02T00:07:38.160Z",
4204,941566778003,5000,PAYMENT,"보험료 납부","2025-06-02T00:58:34.160Z",
4205,880334455004,654355,DEPOSIT,"부업 수입","2025-06-02T01:09:46.160Z",
4206,880334455004,782847,DEPOSIT,"월급 입금","2025-06-02T01:29:11.160Z",
4207,941566778003,5000,PAYMENT,"카드대금 결제","2025-06-02T03:24:58.160Z",
4208,880334455004,306137,DEPOSIT,"자금 이체","2025-06-02T03:58:31.160Z",
4209,880334455004,1639082,DEPOSIT,"배당금 입금","2025-06-02T05:05:17.160Z",
4210,880334455004,516937,DEPOSIT,"월급 입금","2025-06-02T05:10:11.160Z",
4211,880334455004,1009790,DEPOSIT,"보너스 입금","2025-06-02T05:30:44.160Z",
4212,941566778003,10000,WITHDRAWAL,"생활비 출금","2025-06-02T06:40:34.160Z",
4213,210123987002,491987,WITHDRAWAL,"ATM 출금","2025-06-02T06:45:06.160Z",
4214,210123987002,594743,TRANSFER,"월세 이체","2025-06-02T06:50:09.160Z",770123456789
4215,210123987002,888485,TRANSFER,"친구에게 송금","2025-06-02T07:11:13.160Z",770123456789
4216,880334455004,2501150,DEPOSIT,"부업 수입","2025-06-02T07:45:54.160Z",
4217,110456789001,1977113,DEPOSIT,"부업 수입","2025-06-02T08:35:25.160Z",
4218,110456789001,503024,TRANSFER,"대출이자 납부","2025-06-02T09:15:33.160Z",770123456789
4219,210123987002,329152,TRANSFER,"적금 이체","2025-06-02T10:20:53.160Z",550987654321
4220,941566778003,10000,WITHDRAWAL,"경조사비","2025-06-02T11:24:43.160Z",
4221,941566778003,10000,WITHDRAWAL,"생활비 출금","2025-06-02T11:31:12.160Z",
4222,110456789001,782528,TRANSFER,"월세 이체","2025-06-02T11:56:30.160Z",660555444333
4223,941566778003,10000,WITHDRAWAL,"경조사비","2025-06-02T12:48:22.160Z",
4224,110456789001,287685,PAYMENT,"통신요금 납부","2025-06-02T12:51:12.160Z",
4225,880334455004,707883,DEPOSIT,"부업 수입","2025-06-02T13:36:43.160Z",
4226,880334455004,303990,DEPOSIT,"월급 입금","2025-06-03T00:03:09.160Z",
4227,941566778003,10000,WITHDRAWAL,"교육비 출금","2025-06-03T00:09:05.160Z",
4228,110456789001,951129,DEPOSIT,"부업 수입","2025-06-03T01:28:23.160Z",
4229,880334455004,260082,DEPOSIT,"배당금 입금","2025-06-03T01:41:21.160Z",
4230,110456789001,33773,WITHDRAWAL,"생활비 출금","2025-06-03T01:42:24.160Z",
4231,210123987002,1401061,DEPOSIT,"보너스 입금","2025-06-03T02:32:20.160Z",
4232,210123987002,409763,WITHDRAWAL,"ATM 출금","2025-06-03T02:41:24.160Z",
4233,110456789001,1570353,DEPOSIT,"보너스 입금","2025-06-03T02:43:43.160Z",
4234,210123987002,121910,TRANSFER,"적금 이체","2025-06-03T03:41:01.160Z",770123456789
4235,880334455004,1891298,DEPOSIT,"보너스 입금","2025-06-03T03:42:25.160Z",
4236,110456789001,1324328,DEPOSIT,"월급 입금","2025-06-03T03:50:50.160Z",
4237,210123987002,2164466,DEPOSIT,"자금 이체","2025-06-03T03:54:16.160Z",
4238,210123987002,603937,TRANSFER,"월세 이체","2025-06-03T04:23:26.160Z",550987654321
4239,880334455004,871973,DEPOSIT,"월급 입금","2025-06-03T04:35:04.160Z",
4240,941566778003,10000,WITHDRAWAL,"의료비 출금","2025-06-03T05:46:36.160Z",
4241,110456789001,889552,TRANSFER,"적금 이체","2025-06-03T06:46:33.160Z",550987654321
4242,880334455004,1812499,DEPOSIT,"보너스 입금","2025-06-03T07:17:34.160Z",
4243,880334455004,2701566,DEPOSIT,"자금 이체","2025-06-03T07:34:05.160Z",
4244,210123987002,77095,TRANSFER,"친구에게 송금","2025-06-03T08:27:10.160Z",660555444333
4245,880334455004,2528498,DEPOSIT,"보너스 입금","2025-06-03T08:32:29.160Z",
4246,210123987002,60285,TRANSFER,"가족 송금","2025-06-03T09:02:03.160Z",550987654321
4247,941566778003,10000,WITHDRAWAL,"경조사비","2025-06-03T09:57:22.160Z",
4248,210123987002,1319571,DEPOSIT,"부업 수입","2025-06-03T13:13:01.160Z",
4249,880334455004,3116149,DEPOSIT,"배당금 입금","2025-06-04T00:32:22.160Z",
4250,941566778003,11000,WITHDRAWAL,"교육비 출금","2025-06-04T00:34:56.160Z",
4251,210123987002,126691,WITHDRAWAL,"교육비 출금","2025-06-04T03:57:23.160Z",
4252,210123987002,327827,WITHDRAWAL,"ATM 출금","2025-06-04T04:21:26.160Z",
4253,941566778003,11000,WITHDRAWAL,"ATM 출금","2025-06-04T04:37:18.160Z",
4254,941566778003,11000,WITHDRAWAL,"ATM 출금","2025-06-04T07:32:44.160Z",
4255,880334455004,2124615,DEPOSIT,"월급 입금","2025-06-04T08:10:12.160Z",
4256,880334455004,1434986,DEPOSIT,"배당금 입금","2025-06-04T08:14:34.160Z",
4257,941566778003,11000,WITHDRAWAL,"의료비 출금","2025-06-04T09:50:37.160Z",
4258,110456789001,799570,TRANSFER,"가족 송금","2025-06-04T10:13:09.160Z",660555444333
4259,941566778003,11000,WITHDRAWAL,"ATM 출금","2025-06-04T10:19:44.160Z",
4260,941566778003,11000,WITHDRAWAL,"생활비 출금","2025-06-04T11:48:55.160Z",
4261,110456789001,236802,PAYMENT,"보험료 납부","2025-06-04T11:59:18.160Z",
4262,880334455004,2185289,DEPOSIT,"보너스 입금","2025-06-04T12:06:00.160Z",
4263,941566778003,11000,WITHDRAWAL,"교육비 출금","2025-06-04T12:46:46.160Z",
4264,941566778003,5500,PAYMENT,"카드대금 결제","2025-06-04T12:55:26.160Z",
4265,880334455004,2014013,DEPOSIT,"월급 입금","2025-06-04T13:21:47.160Z",
4266,110456789001,414064,TRANSFER,"적금 이체","2025-06-04T13:30:47.160Z",770123456789
4267,110456789001,370016,WITHDRAWAL,"생활비 출금","2025-06-04T13:57:34.160Z",
4268,880334455004,1122182,DEPOSIT,"부업 수입","2025-06-05T00:36:38.160Z",
4269,880334455004,220013,DEPOSIT,"부업 수입","2025-06-05T00:39:14.160Z",
4270,210123987002,1592712,DEPOSIT,"부업 수입","2025-06-05T00:56:37.160Z",
4271,110456789001,1125966,DEPOSIT,"배당금 입금","2025-06-05T02:15:40.160Z",
4272,880334455004,1591755,DEPOSIT,"자금 이체","2025-06-05T02:56:41.160Z",
4273,880334455004,2614876,DEPOSIT,"자금 이체","2025-06-05T03:27:16.160Z",
4274,210123987002,423022,TRANSFER,"대출이자 납부","2025-06-05T04:01:30.160Z",330111222333
4275,880334455004,3389242,DEPOSIT,"배당금 입금","2025-06-05T04:34:06.160Z",
4276,110456789001,15134,WITHDRAWAL,"ATM 출금","2025-06-05T05:23:14.160Z",
4277,941566778003,12000,WITHDRAWAL,"의료비 출금","2025-06-05T05:27:50.160Z",
4278,210123987002,159968,WITHDRAWAL,"의료비 출금","2025-06-05T07:16:58.160Z",
4279,880334455004,3535734,DEPOSIT,"부업 수입","2025-06-05T07:34:36.160Z",
4280,880334455004,590388,DEPOSIT,"보너스 입금","2025-06-05T08:07:15.160Z",
4281,941566778003,12000,WITHDRAWAL,"경조사비","2025-06-05T08:10:04.160Z",
4282,880334455004,135767,DEPOSIT,"자금 이체","2025-06-05T09:08:51.160Z",
4283,941566778003,6000,PAYMENT,"교통비 결제","2025-06-05T09:43:40.160Z",
4284,941566778003,6000,PAYMENT,"공과금 납부","2025-06-05T10:31:55.160Z",
4285,941566778003,6000,PAYMENT,"보험료 납부","2025-06-05T10:39:15.160Z",
4286,880334455004,1631137,DEPOSIT,"자금 이체","2025-06-05T10:44:32.160Z",
4287,110456789001,1115489,DEPOSIT,"월급 입금","2025-06-05T11:05:14.160Z",
4288,110456789001,388597,WITHDRAWAL,"교육비 출금","2025-06-05T12:38:54.160Z",
4289,941566778003,6500,PAYMENT,"통신요금 납부","2025-06-06T00:36:54.160Z",
4290,210123987002,444536,WITHDRAWAL,"생활비 출금","2025-06-06T01:03:27.160Z",
4291,110456789001,493017,WITHDRAWAL,"ATM 출금","2025-06-06T01:41:39.160Z",
4292,110456789001,456392,WITHDRAWAL,"교육비 출금","2025-06-06T03:35:28.160Z",
4293,210123987002,724652,TRANSFER,"가족 송금","2025-06-06T04:27:44.160Z",330111222333
4294,210123987002,539351,WITHDRAWAL,"경조사비","2025-06-06T05:04:14.160Z",
4295,210123987002,580023,WITHDRAWAL,"ATM 출금","2025-06-06T06:16:43.160Z",
4296,110456789001,394947,TRANSFER,"가족 송금","2025-06-06T06:45:45.160Z",770123456789
4297,110456789001,1146965,TRANSFER,"대출이자 납부","2025-06-06T08:30:21.160Z",550987654321
4298,880334455004,1015365,DEPOSIT,"자금 이체","2025-06-06T09:00:31.160Z",
4299,880334455004,1185159,DEPOSIT,"보너스 입금","2025-06-06T11:20:55.160Z",
4300,941566778003,13000,WITHDRAWAL,"ATM 출금","2025-06-06T13:07:14.160Z",
4301,210123987002,1547229,DEPOSIT,"배당금 입금","2025-06-06T13:27:31.160Z",
4302,210123987002,595292,TRANSFER,"친구에게 송금","2025-06-06T13:28:07.160Z",550987654321
4303,880334455004,1806007,DEPOSIT,"자금 이체","2025-06-06T13:37:24.160Z",
4304,941566778003,6500,PAYMENT,"교통비 결제","2025-06-06T13:54:32.160Z",
4305,110456789001,154345,PAYMENT,"보험료 납부","2025-06-07T00:08:57.160Z",
4306,110456789001,220577,PAYMENT,"식비 결제","2025-06-07T00:28:52.160Z",
4307,880334455004,1564412,DEPOSIT,"자금 이체","2025-06-07T02:24:33.160Z",
4308,941566778003,11000,WITHDRAWAL,"의료비 출금","2025-06-07T02:58:52.160Z",
4309,110456789001,220793,WITHDRAWAL,"경조사비","2025-06-07T04:38:35.160Z",
4310,880334455004,1550638,DEPOSIT,"배당금 입금","2025-06-07T04:42:27.160Z",
4311,210123987002,971078,DEPOSIT,"부업 수입","2025-06-07T05:18:33.160Z",
4312,110456789001,881599,TRANSFER,"적금 이체","2025-06-07T05:34:32.160Z",770123456789
4313,941566778003,3849,PAYMENT,"식비 결제","2025-06-07T07:30:14.160Z",
4314,941566778003,3849,PAYMENT,"교통비 결제","2025-06-07T08:21:52.160Z",
4315,210123987002,343334,WITHDRAWAL,"경조사비","2025-06-07T08:49:00.160Z",
4316,210123987002,262195,TRANSFER,"적금 이체","2025-06-07T09:07:50.160Z",550987654321
4317,880334455004,2989120,DEPOSIT,"부업 수입","2025-06-07T09:12:16.160Z",
4318,110456789001,476781,WITHDRAWAL,"교육비 출금","2025-06-07T09:24:37.160Z",
4319,110456789001,1065673,TRANSFER,"적금 이체","2025-06-07T09:36:34.160Z",660555444333
4320,210123987002,495390,WITHDRAWAL,"ATM 출금","2025-06-07T09:50:38.160Z",
4321,210123987002,1058543,TRANSFER,"대출이자 납부","2025-06-07T10:06:08.160Z",330111222333
4322,210123987002,206397,TRANSFER,"대출이자 납부","2025-06-07T10:24:30.160Z",330111222333
4323,880334455004,278036,DEPOSIT,"보너스 입금","2025-06-07T10:39:02.160Z",
4324,880334455004,282808,DEPOSIT,"자금 이체","2025-06-07T13:00:39.160Z",
4325,110456789001,94805,TRANSFER,"가족 송금","2025-06-08T00:38:20.160Z",770123456789
4326,110456789001,302162,WITHDRAWAL,"교육비 출금","2025-06-08T01:11:15.160Z",
4327,210123987002,224905,TRANSFER,"친구에게 송금","2025-06-08T02:22:37.160Z",550987654321
4328,210123987002,320565,WITHDRAWAL,"생활비 출금","2025-06-08T03:20:04.160Z",
4329,941566778003,2450,PAYMENT,"교통비 결제","2025-06-08T05:25:20.160Z",
4330,210123987002,243057,WITHDRAWAL,"경조사비","2025-06-08T05:25:44.160Z",
4331,880334455004,953836,DEPOSIT,"부업 수입","2025-06-08T06:25:39.160Z",
4332,210123987002,814694,DEPOSIT,"배당금 입금","2025-06-08T06:51:07.160Z",
4333,880334455004,330977,DEPOSIT,"배당금 입금","2025-06-08T06:53:05.160Z",
4334,110456789001,127340,PAYMENT,"통신요금 납부","2025-06-08T07:43:32.160Z",
4335,941566778003,7000,WITHDRAWAL,"생활비 출금","2025-06-08T09:01:33.160Z",
4336,880334455004,628444,DEPOSIT,"보너스 입금","2025-06-08T09:16:09.160Z",
4337,880334455004,1185077,DEPOSIT,"보너스 입금","2025-06-08T10:27:25.160Z",
4338,110456789001,486406,DEPOSIT,"보너스 입금","2025-06-08T10:28:58.160Z",
4339,880334455004,686817,DEPOSIT,"부업 수입","2025-06-08T10:42:59.160Z",
4340,941566778003,2450,PAYMENT,"통신요금 납부","2025-06-08T10:46:28.160Z",
4341,110456789001,46579,PAYMENT,"보험료 납부","2025-06-08T10:47:52.160Z",
4342,880334455004,1808999,DEPOSIT,"보너스 입금","2025-06-08T11:11:29.160Z",
4343,941566778003,2450,PAYMENT,"보험료 납부","2025-06-08T11:21:28.160Z",
4344,880334455004,1191693,DEPOSIT,"배당금 입금","2025-06-08T12:34:27.160Z",
4345,210123987002,268713,WITHDRAWAL,"ATM 출금","2025-06-08T12:39:18.160Z",
4346,210123987002,173248,WITHDRAWAL,"교육비 출금","2025-06-08T13:24:52.160Z",
4347,941566778003,2450,PAYMENT,"식비 결제","2025-06-08T13:29:29.160Z",
4348,210123987002,360916,TRANSFER,"가족 송금","2025-06-08T13:44:06.160Z",550987654321
4349,880334455004,1002533,DEPOSIT,"자금 이체","2025-06-08T13:54:02.160Z",
4350,210123987002,159085,WITHDRAWAL,"의료비 출금","2025-06-09T00:25:15.160Z",
4351,880334455004,730087,DEPOSIT,"보너스 입금","2025-06-09T02:08:54.160Z",
4352,880334455004,680337,DEPOSIT,"배당금 입금","2025-06-09T02:42:40.160Z",
4353,880334455004,2050552,DEPOSIT,"자금 이체","2025-06-09T03:50:26.160Z",
4354,210123987002,432378,TRANSFER,"월세 이체","2025-06-09T03:51:17.160Z",660555444333
4355,880334455004,2032290,DEPOSIT,"월급 입금","2025-06-09T05:03:56.160Z",
4356,941566778003,10000,WITHDRAWAL,"ATM 출금","2025-06-09T08:19:37.160Z",
4357,880334455004,1709149,DEPOSIT,"월급 입금","2025-06-09T08:27:24.160Z",
4358,880334455004,2617733,DEPOSIT,"월급 입금","2025-06-09T10:09:07.160Z",
4359,880334455004,310726,DEPOSIT,"배당금 입금","2025-06-09T10:21:35.160Z",
4360,941566778003,5000,PAYMENT,"온라인 쇼핑","2025-06-09T10:32:20.160Z",
4361,210123987002,176922,TRANSFER,"대출이자 납부","2025-06-09T10:35:12.160Z",330111222333
4362,210123987002,2832780,DEPOSIT,"자금 이체","2025-06-09T11:21:54.160Z",
4363,880334455004,83788,DEPOSIT,"부업 수입","2025-06-09T11:35:23.160Z",
4364,880334455004,2400086,DEPOSIT,"자금 이체","2025-06-09T12:36:58.160Z",
4365,941566778003,10000,WITHDRAWAL,"의료비 출금","2025-06-09T12:37:38.160Z",
4366,110456789001,173916,TRANSFER,"친구에게 송금","2025-06-09T12:51:10.160Z",330111222333
4367,941566778003,5000,PAYMENT,"통신요금 납부","2025-06-09T13:21:19.160Z",
4368,941566778003,10000,WITHDRAWAL,"ATM 출금","2025-06-09T13:32:33.160Z",
4369,210123987002,1379894,DEPOSIT,"배당금 입금","2025-06-09T13:56:06.160Z",
4370,880334455004,2347220,DEPOSIT,"월급 입금","2025-06-10T01:39:43.160Z",
4371,941566778003,5000,PAYMENT,"카드대금 결제","2025-06-10T03:13:03.160Z",
4372,941566778003,5000,PAYMENT,"통신요금 납부","2025-06-10T03:19:44.160Z",
4373,210123987002,450768,WITHDRAWAL,"ATM 출금","2025-06-10T03:27:20.160Z",
4374,941566778003,10000,WITHDRAWAL,"ATM 출금","2025-06-10T03:48:33.160Z",
4375,880334455004,2320284,DEPOSIT,"자금 이체","2025-06-10T03:59:40.160Z",
4376,880334455004,841891,DEPOSIT,"자금 이체","2025-06-10T08:51:41.160Z",
4377,880334455004,2708593,DEPOSIT,"월급 입금","2025-06-10T09:07:05.160Z",
4378,210123987002,409372,WITHDRAWAL,"ATM 출금","2025-06-10T09:27:18.160Z",
4379,210123987002,442162,WITHDRAWAL,"교육비 출금","2025-06-10T10:52:43.160Z",
4380,110456789001,35715,WITHDRAWAL,"생활비 출금","2025-06-10T11:39:01.160Z",
4381,880334455004,660445,DEPOSIT,"월급 입금","2025-06-10T11:51:34.160Z",
4382,210123987002,260486,TRANSFER,"월세 이체","2025-06-10T13:33:03.160Z",770123456789
4383,110456789001,454363,DEPOSIT,"배당금 입금","2025-06-10T13:59:36.160Z",
